Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,WDS500G1B0C,WD,Blue SN500 NVMe PCIe M.2 500GB,137,172,28662,https://ssd.userbenchmark.com/SpeedTest/759521/WDC-WDS500G1B0C-00S6U0
SSD,CSSD-N400GBNX500,Corsair,Neutron NX500 NVMe PCIe 400GB,138,172,731,https://ssd.userbenchmark.com/SpeedTest/331636/Neutron-NX500
SSD,SSDPEKNW010T8X1,Intel,660p NVMe PCIe M.2 1TB,139,170,283888,https://ssd.userbenchmark.com/SpeedTest/602553/INTEL-SSDPEKNW010T8
SSD,SSDPEKKW256G8XT,Intel,760p Series NVMe PCIe M.2 256GB,140,169,42337,https://ssd.userbenchmark.com/SpeedTest/434656/INTEL-SSDPEKKW256G8
SSD,2YY45AA#ABC,HP,EX920 NVMe PCIe M.2 256GB,141,169,3346,https://ssd.userbenchmark.com/SpeedTest/537061/HP-SSD-EX920-256GB
SSD,PX-512M8SeY,Plextor,M8Se NVMe PCIe M.2 512GB,142,168,248,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeG,Plextor,M8Se NVMe PCIe M.2 512GB,142,168,248,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeGN,Plextor,M8Se NVMe PCIe M.2 512GB,142,168,248,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,WDS250G1B0E,WD,Black SN750 SE NVMe PCIe M.2 250GB,143,167,1703,https://ssd.userbenchmark.com/SpeedTest/1655912/WD-BLACK-SN750-SE-250GB
SSD,CT500P1SSD8,Crucial,P1 3D NVMe PCIe M.2 500GB,144,167,140891,https://ssd.userbenchmark.com/SpeedTest/614152/CT500P1SSD8
SSD,SKC1000/960G,Kingston,KC1000 NVMe PCIe M.2 960GB,145,166,410,https://ssd.userbenchmark.com/SpeedTest/320126/KINGSTON-SKC1000960G
SSD,MKNSSDPL250GB-D8,Mushkin,Pilot NVMe PCIe M.2 250GB,146,165,1726,https://ssd.userbenchmark.com/SpeedTest/515464/MKNSSDPL250GB-D8
SSD,,Intel,Optane+ NVMe PCIe 500GB,147,164,2288,https://ssd.userbenchmark.com/SpeedTest/268688/Intel-Optane-466GBSSD
SSD,PH480GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 480GB,148,163,1043,https://ssd.userbenchmark.com/SpeedTest/184918/Patriot-Hellfire-M2
SSD,SSDPEDMW400G4X1,Intel,750 Series NVMe PCIe 400GB,149,163,13229,https://ssd.userbenchmark.com/SpeedTest/26870/NVMe-INTEL-SSDPEDMW40
SSD,SSDPEDMW400G4R5,Intel,750 Series NVMe PCIe 400GB,149,163,13229,https://ssd.userbenchmark.com/SpeedTest/26870/NVMe-INTEL-SSDPEDMW40
SSD,MZHPV512HDGL-00000,Samsung,SM951 AHCI PCIe M.2 512GB,150,162,7356,https://ssd.userbenchmark.com/SpeedTest/24647/SAMSUNG-MZHPV512HDGL-00000
SSD,SB-ROCKET-512,Nvme,Rocket NVMe PCIe M.2 512GB,151,162,45326,https://ssd.userbenchmark.com/SpeedTest/801884/NVMe-Sabrent
SSD,CT250P2SSD8,Crucial,P2 3D NVMe PCIe M.2 250GB,152,161,18704,https://ssd.userbenchmark.com/SpeedTest/1121042/CT250P2SSD8
SSD,ASX6000PNP-256GT-C,Adata,XPG SX6000 Pro NVMe PCIe M.2 256GB,153,160,30466,https://ssd.userbenchmark.com/SpeedTest/607866/ADATA-SX6000PNP
SSD,CT500P2SSD8,Crucial,P2 3D NVMe PCIe M.2 500GB,154,160,117107,https://ssd.userbenchmark.com/SpeedTest/1110621/CT500P2SSD8
SSD,MZHPV128HDGM-00000,Samsung,SM951 AHCI PCIe M.2 128GB,155,159,4163,https://ssd.userbenchmark.com/SpeedTest/26719/SAMSUNG-MZHPV128HDGM-00000
SSD,MZVLW256HEHP,Samsung,PM961 NVMe PCIe M.2 256GB,156,159,182792,https://ssd.userbenchmark.com/SpeedTest/174249/SAMSUNG-MZVLW256HEHP-00000
SSD,MZVPV128HDGM-00000,Samsung,SM951 NVMe PCIe M.2 128GB,157,159,3670,https://ssd.userbenchmark.com/SpeedTest/34737/NVMe-SAMSUNG-MZVPV128
SSD,WDS250G2B0C,WD,Blue SN550 NVMe PCIe M.2 250GB,158,159,37442,https://ssd.userbenchmark.com/SpeedTest/991678/WDC-WDS250G2B0C-00PXH0
SSD,RVD400-M22280-256G,Toshiba,OCZ RD400 NVMe PCIe M.2 256GB,159,159,5088,https://ssd.userbenchmark.com/SpeedTest/142093/NVMe-TOSHIBA-RD400
SSD,KXG50ZNV1T02,Toshiba,XG5 NVMe PCIe M.2 1TB,160,157,14501,https://ssd.userbenchmark.com/SpeedTest/359586/KXG50ZNV1T02-NVMe-TOSHIBA-1024GB
SSD,WDS250G1B0C,WD,Blue SN500 NVMe PCIe M.2 250GB,161,156,7755,https://ssd.userbenchmark.com/SpeedTest/756076/WDC-WDS250G1B0C-00S6U0
SSD,MZVLW128,Samsung,PM961 NVMe PCIe M.2 128GB,162,155,33704,https://ssd.userbenchmark.com/SpeedTest/194898/NVMe-SAMSUNG-MZVLW128
SSD,RVD350-FHPX28-960G,OCZ,RevoDrive 350 PCIe 960GB,163,155,170,https://ssd.userbenchmark.com/SpeedTest/15245/OCZ-REVODRIVE350
SSD,MDNVME80-BPX-0512,MyDigitalSSD,BPX NVMe PCIe M.2 480GB,164,153,2006,https://ssd.userbenchmark.com/SpeedTest/206552/BPX
SSD,MZHPV256HDGL-00000,Samsung,SM951 AHCI PCIe M.2 256GB,165,153,13868,https://ssd.userbenchmark.com/SpeedTest/24782/SAMSUNG-MZHPV256HDGL-00000
SSD,CSSD-F480GBMP500,Corsair,Force MP500 NVMe PCIe M.2 480GB,166,152,5330,https://ssd.userbenchmark.com/SpeedTest/223982/Force-MP500
SSD,MDNVME80-BPX-0256,MyDigitalSSD,BPX NVMe PCIe M.2 240GB,167,151,1788,https://ssd.userbenchmark.com/SpeedTest/211350/BPX
SSD,SKC1000/480G,Kingston,KC1000 NVMe PCIe M.2 480GB,168,151,1656,https://ssd.userbenchmark.com/SpeedTest/316248/KINGSTON-SKC1000480G
SSD,2YY43AA#ABC,HP,EX900 NVMe PCIe M.2 250GB,169,151,23770,https://ssd.userbenchmark.com/SpeedTest/455743/HP-SSD-EX900-250GB
SSD,AGAMMIXS11-240GT-C,XPG,Gammix S11 NVMe PCIe M.2 240GB,170,150,3234,https://ssd.userbenchmark.com/SpeedTest/497242/XPG-GAMMIX-S11
SSD,ASX8200NP-240GT-C,Adata,XPG SX8200 NVMe PCIe M.2 240GB,171,147,15793,https://ssd.userbenchmark.com/SpeedTest/480586/ADATA-SX8200NP
SSD,PX-1TM8SeY,Plextor,M8Se NVMe PCIe M.2 1TB,172,146,198,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeG,Plextor,M8Se NVMe PCIe M.2 1TB,172,146,198,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeGN,Plextor,M8Se NVMe PCIe M.2 1TB,172,146,198,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,MZVPV256HDGL-00000,Samsung,SM951 NVMe PCIe M.2 256GB,173,146,14757,https://ssd.userbenchmark.com/SpeedTest/30950/NVMe-SAMSUNG-MZVPV256
SSD,ASX8000NP-512GM-C,Adata,XPG SX8000 NVMe PCIe M.2 512GB,174,146,2033,https://ssd.userbenchmark.com/SpeedTest/218488/NVMe-ADATA-SX8000NP
SSD,CSSD-F240GBMP510,Corsair,Force NVMe PCIe M.2 240GB,175,146,70751,https://ssd.userbenchmark.com/SpeedTest/612603/Force-MP510
SSD,,Toshiba,THNSN5512GPU7 NVMe PCIe M.2 512GB,176,146,21936,https://ssd.userbenchmark.com/SpeedTest/120558/NVMe-THNSN5512GPU7-NV
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB 1TB,177,144,3061,https://ssd.userbenchmark.com/SpeedTest/39907/NVMe-PM951-NVMe-SAMSU
SSD,,Apple,SM0512G PCIe 500GB,178,143,2528,https://ssd.userbenchmark.com/SpeedTest/25611/APPLE-SSD-SM0512G
SSD,SSDPEKNW512G8X1,Intel,660p NVMe PCIe M.2 512GB,179,143,285323,https://ssd.userbenchmark.com/SpeedTest/557263/INTEL-SSDPEKNW512G8
SSD,MKNSSDPL120GB-D8,Mushkin,Pilot NVMe PCIe M.2 120GB,180,141,200,https://ssd.userbenchmark.com/SpeedTest/533910/MKNSSDPL120GB-D8
SSD,PX-128M8PeG,Plextor,M8Pe NVMe PCIe M.2 128GB,181,141,903,https://ssd.userbenchmark.com/SpeedTest/171560/PLEXTOR-PX-128M8PeG
SSD,CSSD-F240GBMP500,Corsair,Force MP500 NVMe PCIe M.2 240GB,182,139,20189,https://ssd.userbenchmark.com/SpeedTest/213562/Force-MP500
SSD,RVD350-FHPX28-480G,OCZ,RevoDrive 350 PCIe 480GB,183,139,526,https://ssd.userbenchmark.com/SpeedTest/13514/OCZ-REVODRIVE350
SSD,,Toshiba,THNSN5128GPU7 NVMe PCIe M.2 128GB,184,138,4177,https://ssd.userbenchmark.com/SpeedTest/38688/NVMe-THNSN5128GPU7-TO
SSD,PX-256M8SeY,Plextor,M8Se NVMe PCIe M.2 256GB,185,137,474,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeG,Plextor,M8Se NVMe PCIe M.2 256GB,185,137,474,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeGN,Plextor,M8Se NVMe PCIe M.2 256GB,185,137,474,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,SKC1000/240G,Kingston,KC1000 NVMe PCIe M.2 240GB,186,137,2570,https://ssd.userbenchmark.com/SpeedTest/312458/KINGSTON-SKC1000240G
SSD,,Toshiba,THNSN5256GPU7 NVMe PCIe M.2 256GB,187,137,29935,https://ssd.userbenchmark.com/SpeedTest/36660/NVMe-THNSN5256GPU7-TO
SSD,SHPM2280P2/480G,Kingston,HyperX Predator AHCI PCIe M.2 480GB,188,136,2749,https://ssd.userbenchmark.com/SpeedTest/27251/Kingston-SHPM2280P2480G
SSD,PH240GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 240GB,189,134,2826,https://ssd.userbenchmark.com/SpeedTest/179778/Patriot-Hellfire-M2
SSD,MDNVME80-BPX-0128,MyDigitalSSD,BPX NVMe PCIe M.2 120GB,190,134,1215,https://ssd.userbenchmark.com/SpeedTest/217777/BPX
SSD,SB-ROCKET-256,Sabrent,Rocket NVMe PCIe M.2 256GB,191,133,24133,https://ssd.userbenchmark.com/SpeedTest/759740/NVMe-Sabrent
SSD,MZHPU256HCGL,Samsung,XP941 PCIe M.2 256GB,192,133,1434,https://ssd.userbenchmark.com/SpeedTest/4625/SAMSUNG-MZHPU256HCGL-00000
SSD,2YY42AA#ABC,HP,EX900 NVMe PCIe M.2 120GB,193,131,4167,https://ssd.userbenchmark.com/SpeedTest/489362/HP-SSD-EX900-120GB
SSD,KXG50ZNV512G,Toshiba,XG5 NVMe PCIe M.2 512GB,194,130,42581,https://ssd.userbenchmark.com/SpeedTest/359770/KXG50ZNV512G-NVMe-TOSHIBA-512GB
SSD,SSDPEKKW128G8XT,Intel,760p Series NVMe PCIe M.2 128GB,195,130,4813,https://ssd.userbenchmark.com/SpeedTest/446913/INTEL-SSDPEKKW128G8
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,196,129,101,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,MZHPU512HCGL,Samsung,XP941 PCIe M.2 512GB,197,128,1482,https://ssd.userbenchmark.com/SpeedTest/4874/SAMSUNG-MZHPU512HCGL-00000
SSD,SA1000M8/960G,Kingston,A1000 NVMe PCIe M.2 960GB,198,127,3251,https://ssd.userbenchmark.com/SpeedTest/495225/KINGSTON-SA1000M8960G
SSD,ASX8000NP-256GM-C,Adata,XPG SX8000 NVMe PCIe M.2 256GB,199,126,3922,https://ssd.userbenchmark.com/SpeedTest/209005/NVMe-ADATA-SX8000NP
SSD,ASX7000NP-512GT-C,Adata,XPG SX7000 NVMe PCIe M.2 512GB,200,126,3749,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP
SSD,MDNVME80-SBX-0512,MyDigitalSSD,SBX NVMe PCIe M.2 512GB,201,125,230,https://ssd.userbenchmark.com/SpeedTest/438137/SBX
SSD,CSSD-F120GBMP500,Corsair,Force MP500 NVMe PCIe M.2 120GB,202,125,21209,https://ssd.userbenchmark.com/SpeedTest/221057/Force-MP500
SSD,SHPM2280P2/240G,Kingston,HyperX Predator AHCI PCIe M.2 240GB,203,125,10069,https://ssd.userbenchmark.com/SpeedTest/26065/Kingston-SHPM2280P2240G
SSD,ASX6000NP-1TT-C,Adata,XPG SX6000 NVMe PCIe M.2 1TB,204,125,258,https://ssd.userbenchmark.com/SpeedTest/471014/ADATA-SX6000NP
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB,205,125,8912,https://ssd.userbenchmark.com/SpeedTest/37633/NVMe-PM951-NVMe-SAMSU
SSD,SSDPEKKW512G7X1,Intel,600p Series NVMe PCIe M.2 512GB,206,124,36291,https://ssd.userbenchmark.com/SpeedTest/168978/INTEL-SSDPEKKW512G7
SSD,SA1000M8/480G,Kingston,A1000 NVMe PCIe M.2 480GB,207,124,24667,https://ssd.userbenchmark.com/SpeedTest/492906/KINGSTON-SA1000M8480G
SSD,KXG50ZNV256G,Toshiba,XG5 NVMe PCIe M.2 256GB,208,122,73319,https://ssd.userbenchmark.com/SpeedTest/358656/KXG50ZNV256G-NVMe-TOSHIBA-256GB
SSD,PX-AG512M6e,Plextor,M6e PCIe 512GB,209,120,229,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e
SSD,WDS256G1X0C,WD,Black NVMe PCIe M.2 256GB (2017),210,119,43425,https://ssd.userbenchmark.com/SpeedTest/237667/WDC-WDS256G1X0C-00ENX0
SSD,,Apple,SM0256G PCIe 251GB,211,118,2663,https://ssd.userbenchmark.com/SpeedTest/25442/APPLE-SSD-SM0256G
SSD,WDS512G1X0C,WD,Black NVMe PCIe M.2 512GB (2017),212,118,22163,https://ssd.userbenchmark.com/SpeedTest/251339/WDC-WDS512G1X0C-00ENX0
SSD,PX-G256M6e,Plextor,M6e  PCIe M.2 256GB,213,117,1444,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,214,117,303,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,214,117,303,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,214,117,303,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,215,115,46,https://ssd.userbenchmark.com/SpeedTest/455228/SBX
SSD,MZ-77E4T0B,Samsung,870 EVO 4TB,216,114,12310,https://ssd.userbenchmark.com/SpeedTest/1465671/Samsung-SSD-870-EVO-4TB
SSD,ASX6000NP-512GT-C,Adata,XPG SX6000 NVMe PCIe M.2 512GB,217,114,4636,https://ssd.userbenchmark.com/SpeedTest/410831/ADATA-SX6000NP
SSD,,Samsung,PM951 NVMe PCIe M.2 256GB,218,113,18543,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,219,113,8393,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,MZ-77E2T0B,Samsung,870 EVO 2TB,220,113,54477,https://ssd.userbenchmark.com/SpeedTest/1463967/Samsung-SSD-870-EVO-2TB
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,221,112,744,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,222,112,153,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,223,111,992,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,SSDPEKKW256G7X1,Intel,600p Series NVMe PCIe M.2 256GB,224,110,107783,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7
SSD,,Toshiba, THNSN5512GPUK NVMe PCIe M.2 512GB,225,110,28815,https://ssd.userbenchmark.com/SpeedTest/160272/NVMe-THNSN5512GPUK-NV
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,226,110,54922,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,227,110,585,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,MZ-77E1T0B,Samsung,870 EVO 1TB,228,110,152014,https://ssd.userbenchmark.com/SpeedTest/1445454/Samsung-SSD-870-EVO-1TB
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,229,110,740,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,230,109,36537,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,MZ-76E2T0B,Samsung,860 Evo 2TB,231,109,75251,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,232,108,382,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,233,107,228,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,234,107,54,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,ASX6000NP-256GT-C,Adata,XPG SX6000 NVMe PCIe M.2 256GB,235,107,12771,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,236,107,3370,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,MZ-76P4T0B,Samsung,860 Pro 4TB,237,107,1179,https://ssd.userbenchmark.com/SpeedTest/552119/Samsung-SSD-860-PRO-4TB
SSD,SSDPEKKF512G7X1,Intel,Pro 6000p NVMe PCIe M.2 512GB,238,107,4080,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,239,107,13619,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,240,107,1478,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,241,107,11869,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,MZ-76E1T0B,Samsung,860 Evo 1TB,242,106,920213,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,243,106,228559,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,244,106,24170,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,MZ-75E2T0B,Samsung,850 Evo 2TB,245,106,8226,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,246,105,23857,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,247,105,9108,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,CSSD-F240GBMP300,Corsair,Force MP300 NVMe PCIe M.2 240GB,248,105,5669,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300
SSD,MZ-75E500B,Samsung,850 Evo 500GB,249,105,1095102,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,250,105,25365,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,MZ-76P512B,Samsung,860 Pro 512GB,251,104,29800,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,252,104,3724,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,MZ-77E500B,Samsung,870 EVO 500GB,253,104,104729,https://ssd.userbenchmark.com/SpeedTest/972228/Samsung-SSD-870-EVO-500GB
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,254,103,68337,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,255,103,94712,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,256,102,363089,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,CT500MX500SSD1,Crucial,MX500 500GB,257,102,368309,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,258,102,141929,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,259,102,68849,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,260,101,3575,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,MZ-77Q4T0BW,Samsung,870 QVO 4TB,261,101,20444,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,MZ-77Q4T0B/AM,Samsung,870 QVO 4TB,261,101,20444,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,MZ-76E500B,Samsung,860 Evo 500GB,262,101,1160873,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,263,101,23145,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,264,101,4316,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,265,100,20115,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,MZ-77Q8T0BW,Samsung,870 QVO 8TB,266,100,5975,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,MZ-77Q8T0B/AM,Samsung,870 QVO 8TB,266,100,5975,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,267,100,613,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,MZ-77Q2T0BW,Samsung,870 QVO 2TB,268,100,89602,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,MZ-77Q2T0B/AM,Samsung,870 QVO 2TB,268,100,89602,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,269,99.9,39906,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,270,98.9,19731,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,271,98.7,18195,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,MZ-750500BW,Samsung,750 EVO 500GB,272,98.1,55775,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,MZ-77E250B,Samsung,870 Evo 250GB,273,97.8,25139,https://ssd.userbenchmark.com/Samsung-870-Evo-250GB/Rating/4094
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,274,97.8,5374,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,CT4000MX500SSD1,Crucial,MX500 4TB,275,97.6,4937,https://ssd.userbenchmark.com/SpeedTest/1674512/CT4000MX500SSD1
SSD,MZ-75E250B,Samsung,850 Evo 250GB,276,97.6,1392403,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,277,97.5,146,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,278,97.3,47751,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,279,96.6,1289,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,MZ-76E250B,Samsung,860 Evo 250GB,280,96.4,486140,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,281,96.3,14996,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,282,95.9,5159,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,283,95.9,217115,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,284,95.5,1485,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,285,95.2,381,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,286,95,73119,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,287,94.8,8578,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
